"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Cardiac conduction","REAC:R-MMU-5576891","0.00034937856217627397","3.4567037467892145","92","74","8","8469","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2"
"REAC","Ion channel transport","REAC:R-MMU-983712","0.0004550552337478577","3.3419358862966044","166","74","10","8469","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,RPS27A,ATP2B1,ATP2A2,ATP6V0C"
"REAC","Neurotransmitter release cycle","REAC:R-MMU-112310","0.0007524607284145671","3.1235161613526046","46","74","6","8469","SLC1A2,SYN1,SLC1A3,SLC6A1,HSPA8,SLC17A7"
"REAC","MHC class II antigen presentation","REAC:R-MMU-2132295","0.0008892749331844606","3.0509639493722913","104","74","8","8469","DNM1,DNM3,AP2B1,CANX,AP2A1,TUBA1C,AP1B1,AP2A2"
"REAC","Reduction of cytosolic Ca++ levels","REAC:R-MMU-418359","0.0010579858211774318","2.975520152551933","13","74","4","8469","ATP2B2,ATP2B4,ATP2B1,ATP2A2"
"REAC","WNT5A-dependent internalization of FZD4","REAC:R-MMU-5099900","0.0010579858211774318","2.975520152551933","13","74","4","8469","AP2B1,AP2A1,PRKCG,AP2A2"
"REAC","Muscle contraction","REAC:R-MMU-397014","0.0013847628212070604","2.858624605127875","147","74","9","8469","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ACTA1,ATP2A2"
"REAC","VLDLR internalisation and degradation","REAC:R-MMU-8866427","0.002640055852857277","2.5783868851259544","16","74","4","8469","AP2B1,AP2A1,RPS27A,AP2A2"
"REAC","Membrane Trafficking","REAC:R-MMU-199991","0.008469120013695411","2.0721617128157455","513","74","15","8469","DNM1,AMPH,DNM3,AP2B1,NSF,AAK1,AP2A1,HSPA8,TUBA1C,RPS27A,DNAJC6,AP1B1,ACTB,BIN1,AP2A2"
"REAC","HSF1 activation","REAC:R-MMU-3371511","0.010162816396713436","1.992985920393423","8","74","3","8469","HSP90AB1,HSP90AA1,VCP"
"REAC","Vesicle-mediated transport","REAC:R-MMU-5653656","0.012000843230889633","1.920788237481019","594","74","16","8469","DNM1,AMPH,DNM3,AP2B1,NSF,AAK1,AP2A1,HSP90B1,HSPA8,TUBA1C,RPS27A,DNAJC6,AP1B1,ACTB,BIN1,AP2A2"
"REAC","Platelet calcium homeostasis","REAC:R-MMU-418360","0.017288808280903154","1.7622349416517544","25","74","4","8469","ATP2B2,ATP2B4,ATP2B1,ATP2A2"
"REAC","Retrograde neurotrophin signalling","REAC:R-MMU-177504","0.02150486389590257","1.6674633017472076","10","74","3","8469","AP2B1,AP2A1,AP2A2"
"REAC","WNT5A-dependent internalization of FZD2, FZD5 and ROR2","REAC:R-MMU-5140745","0.02938363126544041","1.5318945345807216","11","74","3","8469","AP2B1,AP2A1,AP2A2"
"WP","Dravet syndrome Scn1a A1783V point mutation model","WP:WP5298","0.0029261023493441984","2.5337104871724234","73","45","6","4533","SLC1A2,SLC1A3,SLC6A1,EPB41L3,SLC17A7,SLC2A3"
